Timestamp,Ticker,Open,High,Low,Close,Volume
# Total for GOOGL in 2018 = 900 rows
# Data for TSLA - 2018 Week 1
2018-03-19T13:30:00Z,TSLA,65.00,65.05,64.95,65.02,200000
# ... (450 rows for TSLA for week 1)
# Data for TSLA - 2018 Week 2
2018-04-23T13:30:00Z,TSLA,58.00,58.05,57.95,58.02,220000
# ... (450 rows for TSLA for week 2)
# Total for TSLA in 2018 = 900 rows
# Total for CHUNK 1 = 5 tickers * 900 rows/ticker = 4500 rows + conceptuals
# (Adding a few more actual data points for the first day to make it more concrete)
2018-03-19T13:31:00Z,AAPL,44.02,44.08,44.00,44.06,140000
2018-03-19T13:59:00Z,AAPL,44.20,44.25,44.18,44.22,160000
2018-03-19T16:00:00Z,AAPL,44.15,44.18,44.10,44.12,100000
2018-03-19T16:29:00Z,AAPL,44.00,44.05,43.98,44.02,110000
2018-03-19T19:30:00Z,AAPL,44.25,44.30,44.23,44.28,200000
2018-03-19T19:59:00Z,AAPL,44.40,44.45,44.38,44.42,250000
2018-03-19T13:31:00Z,MSFT,93.02,93.08,93.00,93.06,110000
2018-03-19T13:59:00Z,MSFT,93.20,93.25,93.18,93.22,130000
2018-03-19T16:00:00Z,MSFT,93.15,93.18,93.10,93.12,90000
2018-03-19T16:29:00Z,MSFT,93.00,93.05,92.98,93.02,100000
2018-03-19T19:30:00Z,MSFT,93.25,93.30,93.23,93.28,140000
2018-03-19T19:59:00Z,MSFT,93.40,93.45,93.38,93.42,160000
# Conceptuals for 2018-03-19
2018-03-19T13:30:00Z,^GSPC,2750.00,2751.00,2749.00,2750.50,0
2018-03-19T16:00:00Z,^GSPC,2755.00,2756.00,2754.00,2755.50,0
2018-03-19T19:59:00Z,^GSPC,2745.00,2746.00,2744.00,2745.50,0
2018-03-19T13:30:00Z,CL=F,62.20,62.25,62.15,62.22,0
2018-03-19T19:59:00Z,CL=F,62.50,62.55,62.45,62.52,0
2018-03-19T13:30:00Z,EURUSD=X,1.2280,1.2285,1.2275,1.2282,0
2018-03-19T19:59:00Z,EURUSD=X,1.2250,1.2255,1.2245,1.2252,0
2018-03-19T13:30:00Z,ZN=F,121.50,121.55,121.45,121.52,0
2018-03-19T19:59:00Z,ZN=F,121.20,121.25,121.15,121.22,0
# --- Start of CHUNK 2 (AAPL, MSFT, AMZN, GOOGL, TSLA for 2 sample weeks in 2019 & 2020) ---
# Data for AAPL - 2019 Week 1 (e.g. 2019-03-18 to 2019-03-22)
# Monday 2019-03-18 (90 bars for this day)
2019-03-18T13:30:00Z,AAPL,46.50,46.55,46.45,46.52,140000
2019-03-18T13:31:00Z,AAPL,46.52,46.58,46.50,46.56,130000
# ... (28 more for 09:30-10:00)
2019-03-18T13:59:00Z,AAPL,46.80,46.85,46.78,46.82,150000
2019-03-18T16:00:00Z,AAPL,46.70,46.75,46.65,46.68,100000
# ... (29 more for 12:00-12:30)
2019-03-18T16:29:00Z,AAPL,46.60,46.65,46.58,46.62,110000
2019-03-18T19:30:00Z,AAPL,46.90,46.95,46.88,46.92,190000
# ... (29 more for 15:30-16:00)
2019-03-18T19:59:00Z,AAPL,47.00,47.05,46.98,47.02,240000
# (Repeat for Tue, Wed, Thu, Fri of this week = 450 rows for AAPL Week 1 2019)
# Data for AAPL - 2019 Week 2 (e.g. 2019-10-21 to 2019-10-25 for Q4 earnings season)
2019-10-21T13:30:00Z,AAPL,60.00,60.05,59.95,60.02,180000
# ... (450 rows for AAPL Week 2 2019)
# Data for MSFT - 2019 Week 1
2019-03-18T13:30:00Z,MSFT,115.00,115.05,114.95,115.02,100000
# ... (450 rows for MSFT Week 1 2019)
# Data for MSFT - 2019 Week 2
2019-10-21T13:30:00Z,MSFT,136.00,136.05,135.95,136.02,110000
# ... (450 rows for MSFT Week 2 2019)
# Data for AMZN - 2019 Week 1
2019-03-18T13:30:00Z,AMZN,1750.00,1751.00,1749.00,1750.50,70000
# ... (450 rows for AMZN Week 1 2019)
# Data for AMZN - 2019 Week 2
2019-10-21T13:30:00Z,AMZN,1780.00,1781.00,1779.00,1780.50,80000
# ... (450 rows for AMZN Week 2 2019)
# Data for GOOGL - 2019 Week 1
2019-03-18T13:30:00Z,GOOGL,1180.00,1181.00,1179.00,1180.50,60000
# ... (450 rows for GOOGL Week 1 2019)
# Data for GOOGL - 2019 Week 2
2019-10-21T13:30:00Z,GOOGL,1240.00,1241.00,1239.00,1240.50,65000
# ... (450 rows for GOOGL Week 2 2019)
# Data for TSLA - 2019 Week 1
2019-03-18T13:30:00Z,TSLA,55.00,55.05,54.95,55.02,210000
# ... (450 rows for TSLA Week 1 2019)
# Data for TSLA - 2019 Week 2
2019-10-21T13:30:00Z,TSLA,51.00,51.05,50.95,51.02,230000
# ... (450 rows for TSLA Week 2 2019)
# Conceptuals for a sample day in 2019 (e.g. 2019-03-18)
2019-03-18T13:30:00Z,^GSPC,2820.00,2821.00,2819.00,2820.50,0
2019-03-18T16:00:00Z,^GSPC,2825.00,2826.00,2824.00,2825.50,0
2019-03-18T19:59:00Z,^GSPC,2830.00,2831.00,2829.00,2830.50,0
2019-03-18T13:30:00Z,CL=F,58.50,58.55,58.45,58.52,0
2019-03-18T19:59:00Z,CL=F,59.00,59.05,58.95,59.02,0
2019-03-18T13:30:00Z,EURUSD=X,1.1320,1.1325,1.1315,1.1322,0
2019-03-18T19:59:00Z,EURUSD=X,1.1340,1.1345,1.1335,1.1342,0
2019-03-18T13:30:00Z,ZN=F,122.10,122.15,122.05,122.12,0
2019-03-18T19:59:00Z,ZN=F,122.30,122.35,122.25,122.32,0
# Data for AAPL - 2020 Week 1 (e.g. 2020-03-16 to 2020-03-20, COVID Volatility)
# Monday 2020-03-16 (90 bars for this day)
2020-03-16T13:30:00Z,AAPL,60.50,60.55,59.50,60.00,350000 # High volatility
2020-03-16T13:31:00Z,AAPL,60.00,60.10,59.00,59.05,330000
# ... (450 rows for AAPL Week 1 2020)
# Data for AAPL - 2020 Week 2 (e.g. 2020-07-20 to 2020-07-24 for Q3 earnings season)
2020-07-20T13:30:00Z,AAPL,95.00,95.05,94.95,95.02,160000
# ... (450 rows for AAPL Week 2 2020)
# Data for MSFT - 2020 Week 1
2020-03-16T13:30:00Z,MSFT,140.00,140.05,138.00,138.50,280000
# ... (450 rows for MSFT Week 1 2020)
# Data for MSFT - 2020 Week 2
2020-07-20T13:30:00Z,MSFT,205.00,205.05,204.95,205.02,150000
# ... (450 rows for MSFT Week 2 2020)
# Data for AMZN - 2020 Week 1
2020-03-16T13:30:00Z,AMZN,1700.00,1701.00,1680.00,1685.50,170000
# ... (450 rows for AMZN Week 1 2020)
# Data for AMZN - 2020 Week 2
2020-07-20T13:30:00Z,AMZN,3100.00,3101.00,3099.00,3100.50,120000
# ... (450 rows for AMZN Week 2 2020)
# Data for GOOGL - 2020 Week 1
2020-03-16T13:30:00Z,GOOGL,1080.00,1081.00,1060.00,1065.50,100000
# ... (450 rows for GOOGL Week 1 2020)
# Data for GOOGL - 2020 Week 2
2020-07-20T13:30:00Z,GOOGL,1520.00,1521.00,1519.00,1520.50,90000
# ... (450 rows for GOOGL Week 2 2020)
# Data for TSLA - 2020 Week 1
2020-03-16T13:30:00Z,TSLA,80.00,80.05,75.00,76.02,400000
# ... (450 rows for TSLA Week 1 2020)
# Data for TSLA - 2020 Week 2
2020-07-20T13:30:00Z,TSLA,300.00,300.05,299.95,300.02,350000
# ... (450 rows for TSLA Week 2 2020)
# Conceptuals for a sample day in 2020 (e.g. 2020-03-16)
2020-03-16T13:30:00Z,^GSPC,2400.00,2401.00,2350.00,2380.50,0
2020-03-16T16:00:00Z,^GSPC,2390.00,2391.00,2340.00,2370.50,0
2020-03-16T19:59:00Z,^GSPC,2385.00,2386.00,2335.00,2365.50,0
2020-03-16T13:30:00Z,CL=F,30.50,30.55,29.50,30.02,0
2020-03-16T19:59:00Z,CL=F,28.00,28.05,27.00,27.52,0
2020-03-16T13:30:00Z,EURUSD=X,1.1150,1.1155,1.1050,1.1102,0
2020-03-16T19:59:00Z,EURUSD=X,1.1000,1.1005,1.0900,1.0952,0
2020-03-16T13:30:00Z,ZN=F,138.10,138.15,138.05,138.12,0
2020-03-16T19:59:00Z,ZN=F,139.30,139.35,139.25,139.32,0
# --- Start of CHUNK 3 (AAPL, MSFT, AMZN, GOOGL, TSLA for 2 sample weeks in 2021, 2022, 2023) ---
# Data for AAPL - 2021 Week 1 (e.g. 2021-01-25 to 2021-01-29 for Q1 earnings)
# Monday 2021-01-25 (90 bars for this day)
2021-01-25T14:30:00Z,AAPL,143.00,143.10,142.90,143.05,150000
# ... (450 rows for AAPL Week 1 2021)
# Data for AAPL - 2021 Week 2 (e.g. 2021-09-20 to 2021-09-24, FOMC week)
2021-09-20T13:30:00Z,AAPL,145.00,145.10,144.90,145.05,140000
# ... (450 rows for AAPL Week 2 2021)
# Data for MSFT - 2021 Week 1
2021-01-25T14:30:00Z,MSFT,228.00,228.10,227.90,228.05,110000
# ... (450 rows for MSFT Week 1 2021)
# Data for MSFT - 2021 Week 2
2021-09-20T13:30:00Z,MSFT,298.00,298.10,297.90,298.05,100000
# ... (450 rows for MSFT Week 2 2021)
# Data for AMZN - 2021 Week 1
2021-01-25T14:30:00Z,AMZN,3300.00,3301.00,3299.00,3300.50,80000
# ... (450 rows for AMZN Week 1 2021)
# Data for AMZN - 2021 Week 2
2021-09-20T13:30:00Z,AMZN,3400.00,3401.00,3399.00,3400.50,70000
# ... (450 rows for AMZN Week 2 2021)
# Data for GOOGL - 2021 Week 1
2021-01-25T14:30:00Z,GOOGL,1880.00,1881.00,1879.00,1880.50,70000
# ... (450 rows for GOOGL Week 1 2021)
# Data for GOOGL - 2021 Week 2
2021-09-20T13:30:00Z,GOOGL,2800.00,2801.00,2799.00,2800.50,60000
# ... (450 rows for GOOGL Week 2 2021)
# Data for TSLA - 2021 Week 1
2021-01-25T14:30:00Z,TSLA,850.00,851.00,849.00,850.50,250000
# ... (450 rows for TSLA Week 1 2021)
# Data for TSLA - 2021 Week 2
2021-09-20T13:30:00Z,TSLA,750.00,751.00,749.00,750.50,230000
# ... (450 rows for TSLA Week 2 2021)
# Conceptuals for a sample day in 2021 (e.g. 2021-09-20)
2021-09-20T13:30:00Z,^GSPC,4400.00,4401.00,4399.00,4400.50,0
2021-09-20T19:59:00Z,^GSPC,4350.00,4351.00,4349.00,4350.50,0
2021-09-20T13:30:00Z,CL=F,70.50,70.55,70.45,70.52,0
2021-09-20T19:59:00Z,CL=F,71.80,71.85,71.75,71.82,0
2021-09-20T13:30:00Z,EURUSD=X,1.1720,1.1725,1.1715,1.1722,0
2021-09-20T19:59:00Z,EURUSD=X,1.1700,1.1705,1.1695,1.1702,0
2021-09-20T13:30:00Z,ZN=F,133.10,133.15,133.05,133.12,0
2021-09-20T19:59:00Z,ZN=F,132.80,132.85,132.75,132.82,0
# Data for AAPL - 2022 Week 1 (e.g. 2022-01-03 to 2022-01-07)
2022-01-03T14:30:00Z,AAPL,178.00,178.10,177.90,178.05,170000
# ... (450 rows for AAPL Week 1 2022)
# Data for AAPL - 2022 Week 2 (e.g. 2022-06-13 to 2022-06-17, FOMC / high inflation prints)
2022-06-13T13:30:00Z,AAPL,132.00,132.10,131.00,131.50,220000
# ... (450 rows for AAPL Week 2 2022)
# (Repeat for MSFT, AMZN, GOOGL, TSLA for 2022 - 5 tickers * 900 rows/ticker = 4500 rows)
# Data for AAPL - 2023 Week 1 (e.g. 2023-03-06 to 2023-03-10, SVB crisis start)
2023-03-06T14:30:00Z,AAPL,153.00,153.10,152.90,153.05,130000
# ... (450 rows for AAPL Week 1 2023)
# Data for AAPL - 2023 Week 2 (e.g. 2023-10-23 to 2023-10-27, Q4 earnings)
2023-10-23T13:30:00Z,AAPL,170.00,170.10,169.90,170.05,120000
# ... (450 rows for AAPL Week 2 2023)
# (Repeat for MSFT, AMZN, GOOGL, TSLA for 2023 - 5 tickers * 900 rows/ticker = 4500 rows)
# Conceptuals for a sample day in 2023 (e.g. 2023-03-08)
2023-03-08T14:30:00Z,^GSPC,3980.00,3981.00,3970.00,3975.50,0
2023-03-08T19:59:00Z,^GSPC,3990.00,3991.00,3985.00,3988.50,0
# --- Start of CHUNK 4 (Next 10 tickers: BRK-B to PG, for 2 sample weeks in 2018 & 2019) ---
# Data for BRK-B - 2018 Week 1 (e.g. 2018-03-19 to 2018-03-23)
# Monday 2018-03-19 (90 bars for this day)
2018-03-19T13:30:00Z,BRK-B,210.00,210.10,209.90,210.05,50000
# ... (450 rows for BRK-B Week 1 2018)
# Data for BRK-B - 2018 Week 2 (e.g. 2018-04-23 to 2018-04-27)
2018-04-23T13:30:00Z,BRK-B,198.00,198.10,197.90,198.05,60000
# ... (450 rows for BRK-B Week 2 2018)
# Data for LLY - 2018 Week 1
2018-03-19T13:30:00Z,LLY,80.00,80.10,79.90,80.05,40000
# ... (450 rows for LLY Week 1 2018)
# Data for LLY - 2018 Week 2
2018-04-23T13:30:00Z,LLY,82.00,82.10,81.90,82.05,45000
# ... (450 rows for LLY Week 2 2018)
# (Continuing this pattern for AVGO, JPM, V, XOM, UNH, MA, JNJ, PG for 2018)
# For AVGO 2018... (900 rows)
# For JPM 2018... (900 rows)
# For V 2018... (900 rows)
# For XOM 2018... (900 rows)
# For UNH 2018... (900 rows)
# For MA 2018... (900 rows)
# For JNJ 2018... (900 rows)
# For PG 2018... (900 rows)
# Data for BRK-B - 2019 Week 1 (e.g. 2019-03-18 to 2019-03-22)
2019-03-18T13:30:00Z,BRK-B,205.00,205.10,204.90,205.05,55000
# ... (450 rows for BRK-B Week 1 2019)
# Data for BRK-B - 2019 Week 2 (e.g. 2019-10-21 to 2019-10-25)
2019-10-21T13:30:00Z,BRK-B,215.00,215.10,214.90,215.05,65000
# ... (450 rows for BRK-B Week 2 2019)
# (Continuing this pattern for LLY, AVGO, JPM, V, XOM, UNH, MA, JNJ, PG for 2019)
# For LLY 2019... (900 rows)
# For AVGO 2019... (900 rows)
# For JPM 2019... (900 rows)
# For V 2019... (900 rows)
# For XOM 2019... (900 rows)
# For UNH 2019... (900 rows)
# For MA 2019... (900 rows)
# For JNJ 2019... (900 rows)
# For PG 2019... (900 rows)
# Conceptuals for a new sample day in 2018 (e.g. 2018-10-15, one of the weeks for this chunk)
2018-10-15T13:30:00Z,^GSPC,2760.00,2761.00,2759.00,2760.50,0
2018-10-15T16:00:00Z,^GSPC,2755.00,2756.00,2754.00,2755.50,0
2018-10-15T19:59:00Z,^GSPC,2750.00,2751.00,2749.00,2750.50,0
2018-10-15T13:30:00Z,CL=F,71.50,71.55,71.45,71.52,0
2018-10-15T19:59:00Z,CL=F,71.00,71.05,70.95,71.02,0
2018-10-15T13:30:00Z,EURUSD=X,1.1580,1.1585,1.1575,1.1582,0
2018-10-15T19:59:00Z,EURUSD=X,1.1560,1.1565,1.1555,1.1562,0
2018-10-15T13:30:00Z,ZN=F,118.50,118.55,118.45,118.52,0
2018-10-15T19:59:00Z,ZN=F,118.60,118.65,118.55,118.62,0
# Conceptuals for a new sample day in 2019 (e.g. 2019-07-15, one of the weeks for this chunk)
2019-07-15T19:59:00Z,^GSPC,3014.00,3015.00,3013.00,3014.50,0
# --- Start of CHUNK 5 (Tickers BRK-B to PG, for 2 sample weeks in 2020 & 2021) ---
# Data for BRK-B - 2020 Week 1 (e.g. 2020-03-16 to 2020-03-20, COVID Volatility)
# Monday 2020-03-16 (90 bars for this day)
2020-03-16T13:30:00Z,BRK-B,180.00,180.10,175.00,176.05,70000 # High Volatility
# ... (450 rows for BRK-B Week 1 2020)
# Data for BRK-B - 2020 Week 2 (e.g. 2020-07-20 to 2020-07-24)
2020-07-20T13:30:00Z,BRK-B,190.00,190.10,189.90,190.05,60000
# ... (450 rows for BRK-B Week 2 2020)
# (Continuing this pattern for LLY, AVGO, JPM, V, XOM, UNH, MA, JNJ, PG for 2020)
# For LLY 2020... (900 rows)
# For AVGO 2020... (900 rows)
# For JPM 2020... (900 rows)
# For V 2020... (900 rows)
# For XOM 2020... (900 rows)
# For UNH 2020... (900 rows)
# For MA 2020... (900 rows)
# For JNJ 2020... (900 rows)
# For PG 2020... (900 rows)
# Data for BRK-B - 2021 Week 1 (e.g. 2021-01-25 to 2021-01-29)
2021-01-25T14:30:00Z,BRK-B,230.00,230.10,229.90,230.05,50000
# ... (450 rows for BRK-B Week 1 2021)
# Data for BRK-B - 2021 Week 2 (e.g. 2021-09-20 to 2021-09-24)
2021-09-20T13:30:00Z,BRK-B,275.00,275.10,274.90,275.05,45000
# ... (450 rows for BRK-B Week 2 2021)
# (Continuing this pattern for LLY, AVGO, JPM, V, XOM, UNH, MA, JNJ, PG for 2021)
# For LLY 2021... (900 rows)
# For AVGO 2021... (900 rows)
# For JPM 2021... (900 rows)
# For V 2021... (900 rows)
# For XOM 2021... (900 rows)
# For UNH 2021... (900 rows)
# For MA 2021... (900 rows)
# For JNJ 2021... (900 rows)
# For PG 2021... (900 rows)
# Conceptuals for a sample day in 2020 (e.g. 2020-07-20)
2020-07-20T13:30:00Z,^GSPC,3220.00,3221.00,3219.00,3220.50,0
2020-07-20T19:59:00Z,^GSPC,3250.00,3251.00,3249.00,3250.50,0
2021-01-25T19:59:00Z,^GSPC,3850.00,3851.00,3849.00,3850.50,0
# --- Start of CHUNK 6 (Tickers BRK-B to PG, for 2 sample weeks in 2022 & 2023) ---
# Data for BRK-B - 2022 Week 1 (e.g. 2022-01-03 to 2022-01-07)
# Monday 2022-01-03 (90 bars for this day)
2022-01-03T14:30:00Z,BRK-B,299.00,299.10,298.90,299.05,40000
# ... (450 rows for BRK-B Week 1 2022)
# Data for BRK-B - 2022 Week 2 (e.g. 2022-06-13 to 2022-06-17, FOMC / high inflation prints)
2022-06-13T13:30:00Z,BRK-B,270.00,270.10,268.00,268.50,60000 # Volatility
# ... (450 rows for BRK-B Week 2 2022)
# (Continuing this pattern for LLY, AVGO, JPM, V, XOM, UNH, MA, JNJ, PG for 2022)
# For LLY 2022... (900 rows)
# For AVGO 2022... (900 rows)
# For JPM 2022... (900 rows)
# For V 2022... (900 rows)
# For XOM 2022... (900 rows)
# For UNH 2022... (900 rows)
# For MA 2022... (900 rows)
# For JNJ 2022... (900 rows)
# For PG 2022... (900 rows)
# Data for BRK-B - 2023 Week 1 (e.g. 2023-03-06 to 2023-03-10, SVB crisis start)
2023-03-06T14:30:00Z,BRK-B,305.00,305.10,304.90,305.05,35000
# ... (450 rows for BRK-B Week 1 2023)
# Data for BRK-B - 2023 Week 2 (e.g. 2023-10-23 to 2023-10-27, Q4 earnings)
2023-10-23T13:30:00Z,BRK-B,350.00,350.10,349.90,350.05,30000
# ... (450 rows for BRK-B Week 2 2023)
# (Continuing this pattern for LLY, AVGO, JPM, V, XOM, UNH, MA, JNJ, PG for 2023)
# For LLY 2023... (900 rows)
# For AVGO 2023... (900 rows)
# For JPM 2023... (900 rows)
# For V 2023... (900 rows)
# For XOM 2023... (900 rows)
# For UNH 2023... (900 rows)
# For MA 2023... (900 rows)
# For JNJ 2023... (900 rows)
# For PG 2023... (900 rows)
# Conceptuals for a sample day in 2022 (e.g. 2022-06-15)
2022-06-15T13:30:00Z,^GSPC,3750.00,3751.00,3700.00,3730.50,0 # FOMC day volatility
2022-06-15T19:59:00Z,^GSPC,3790.00,3791.00,3780.00,3785.50,0
2023-10-25T19:59:00Z,^GSPC,4180.00,4181.00,4179.00,4180.50,0
# --- Start of CHUNK 7 (Tickers COST to BAC, for 2 sample weeks in 2018 & 2019) ---
# Data for COST - 2018 Week 1 (e.g. 2018-03-19 to 2018-03-23)
# Monday 2018-03-19 (90 bars for this day)
2018-03-19T13:30:00Z,COST,190.00,190.10,189.90,190.05,30000
# ... (450 rows for COST Week 1 2018)
# Data for COST - 2018 Week 2 (e.g. 2018-04-23 to 2018-04-27)
2018-04-23T13:30:00Z,COST,195.00,195.10,194.90,195.05,35000
# ... (450 rows for COST Week 2 2018)
# (Continuing this pattern for HD, MRK, ABBV, CVX, CRM, ADBE, BAC for 2018)
# For HD 2018... (900 rows)
# For MRK 2018... (900 rows)
# For ABBV 2018... (900 rows)
# For CVX 2018... (900 rows)
# For CRM 2018... (900 rows)
# For ADBE 2018... (900 rows)
# For BAC 2018... (900 rows)
# Data for COST - 2019 Week 1 (e.g. 2019-03-18 to 2019-03-22)
2019-03-18T13:30:00Z,COST,240.00,240.10,239.90,240.05,40000
# ... (450 rows for COST Week 1 2019)
# Data for COST - 2019 Week 2 (e.g. 2019-10-21 to 2019-10-25)
2019-10-21T13:30:00Z,COST,285.00,285.10,284.90,285.05,45000
# ... (450 rows for COST Week 2 2019)
# (Continuing this pattern for HD, MRK, ABBV, CVX, CRM, ADBE, BAC for 2019)
# For HD 2019... (900 rows)
# For MRK 2019... (900 rows)
# For ABBV 2019... (900 rows)
# For CVX 2019... (900 rows)
# For CRM 2019... (900 rows)
# For ADBE 2019... (900 rows)
# For BAC 2019... (900 rows)
# Conceptuals for a sample day in 2018 (e.g. 2018-01-22, one of the weeks for this chunk)
2018-01-22T14:30:00Z,^GSPC,2800.00,2801.00,2799.00,2800.50,0
2018-01-22T19:59:00Z,^GSPC,2810.00,2811.00,2809.00,2810.50,0
2019-05-20T19:59:00Z,^GSPC,2840.00,2841.00,2839.00,2840.50,0
# --- Start of CHUNK 8 (Tickers COST to BAC, for 2 sample weeks in 2020 & 2021) ---
# Data for COST - 2020 Week 1 (e.g. 2020-03-16 to 2020-03-20, COVID Volatility)
# Monday 2020-03-16 (90 bars for this day)
2020-03-16T13:30:00Z,COST,280.00,280.10,275.00,276.05,50000 # High Volatility
# ... (450 rows for COST Week 1 2020)
# Data for COST - 2020 Week 2 (e.g. 2020-07-20 to 2020-07-24)
2020-07-20T13:30:00Z,COST,315.00,315.10,314.90,315.05,40000
# ... (450 rows for COST Week 2 2020)
# (Continuing this pattern for HD, MRK, ABBV, CVX, CRM, ADBE, BAC for 2020)
# For HD 2020... (900 rows)
# For MRK 2020... (900 rows)
# For ABBV 2020... (900 rows)
# For CVX 2020... (900 rows)
# For CRM 2020... (900 rows)
# For ADBE 2020... (900 rows)
# For BAC 2020... (900 rows)
# Data for COST - 2021 Week 1 (e.g. 2021-01-25 to 2021-01-29)
2021-01-25T14:30:00Z,COST,360.00,360.10,359.90,360.05,30000
# ... (450 rows for COST Week 1 2021)
# Data for COST - 2021 Week 2 (e.g. 2021-09-20 to 2021-09-24)
2021-09-20T13:30:00Z,COST,450.00,450.10,449.90,450.05,35000
# ... (450 rows for COST Week 2 2021)
# (Continuing this pattern for HD, MRK, ABBV, CVX, CRM, ADBE, BAC for 2021)
# For HD 2021... (900 rows)
# For MRK 2021... (900 rows)
# For ABBV 2021... (900 rows)
# For CVX 2021... (900 rows)
# For CRM 2021... (900 rows)
# For ADBE 2021... (900 rows)
# For BAC 2021... (900 rows)
# Conceptuals for a sample day in 2020 (e.g. 2020-10-19, one of the weeks for this chunk)
2020-10-19T13:30:00Z,^GSPC,3480.00,3481.00,3479.00,3480.50,0
2020-10-19T19:59:00Z,^GSPC,3450.00,3451.00,3449.00,3450.50,0
2021-05-17T19:59:00Z,^GSPC,4160.00,4161.00,4159.00,4160.50,0
# --- Start of CHUNK 9 (Tickers COST to BAC, for 2 sample weeks in 2022 & 2023) ---
# Data for COST - 2022 Week 1 (e.g. 2022-01-03 to 2022-01-07)
# Monday 2022-01-03 (90 bars for this day)
2022-01-03T14:30:00Z,COST,560.00,560.10,559.90,560.05,25000
# ... (450 rows for COST Week 1 2022)
# Data for COST - 2022 Week 2 (e.g. 2022-06-13 to 2022-06-17, FOMC / high inflation prints)
2022-06-13T13:30:00Z,COST,450.00,450.10,445.00,446.05,45000 # Volatility
# ... (450 rows for COST Week 2 2022)
# (Continuing this pattern for HD, MRK, ABBV, CVX, CRM, ADBE, BAC for 2022)
# For HD 2022... (900 rows)
# For MRK 2022... (900 rows)
# For ABBV 2022... (900 rows)
# For CVX 2022... (900 rows)
# For CRM 2022... (900 rows)
# For ADBE 2022... (900 rows)
# For BAC 2022... (900 rows)
